Склад;Поклажедатель;ИНН;Наименование;Артикул;Колво
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B-Cortical Drill EV ?3.7/4.2;25197;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B-Cortical Drill EV ?4.3/4.8;25199;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;B-Cortical Drill EV ?4.9/5.4;25201;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer EV ? 4.0;26206;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer EV ? 4.6;26207;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer EV ? 5.2;26208;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer EV ? 5.8;26209;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer EV ? 6.4;26210;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer EV ? 7.0;26211;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer Guide EV 3.0;26212;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer Guide EV 3.6;26213;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer Guide EV 4.2;26214;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer Guide EV 4.8;26215;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bone Reamer Guide EV 5.4;26216;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bridge Screw EV;25481;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Bridge Screw Hex;22435;15
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Burnout Cylinder, Uni 20';22186;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw 3.0;24198;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw 3.5/4.0 - 0 mm;24328;20
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw 3.5/4.0 - 1 mm;24329;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw 4.5/5.0 - 0mm;24447;8
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw EV 3.0;25280;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw EV 3.6;25281;6
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw EV 4.2;25282;15
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw EV 4.8;25283;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Cover Screw Profile EV 4.2;25582;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Direct Ab. EV 4.2 ?6 - 1 mm   ;25494;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Direction Indicator EV;25765;8
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Drill 1 ?1.9 long             ;68015331;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Fragment Drill ?1.0;25859;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Fragment Fork M1.8/M2.0;25857;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Guide Drill EV;25160;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Guide Sleeve Astra Tech EV ND;6669589;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Guide Sleeve Astra Tech EV WD / XiVE WD;6669597;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Guiding Cylinder UniAbutm 20°;25884;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.0 ?3.5-6.5mm;25795;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.6 ?4 - 4.5mm;25299;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.6 ?4 - 6.5mm;25796;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.6 ?4.0-2.5mm;25902;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.6 ?5.0-3.5mm;25920;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.6 ?5.0-4.5mm;25904;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.6 ?5.0-6.5mm;25905;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 3.6 ?6.0-4.5mm;25907;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.2 ?5.0-2.5mm;25908;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.2 ?5-3.5mm;25501;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.2 ?5-6.5mm;25797;6
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.2 ?6.5-2.5mm  ;25909;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.2 ?6.5-3.5mm  ;25910;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.2 ?6.5-4.5mm  ;25911;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.2 ?6.5-6.5mm  ;25912;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.8 ?5.0-2.5mm;25913;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.8 ?5.0-4.5mm  ;25914;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.8 ?5.0-6.5mm;25915;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.8 ?5-3.5mm;25502;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.8 ?6.5-3.5mm;25917;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.8 ?6.5-4.5mm;25306;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 4.8 ?6.5-6.5mm;25798;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign EV 5.4 ?6.5-6.5mm;25799;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;HealDesign P EV 4.2 ?5 - 4 mm;25584;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm. 3.0 - ?4.0, 2mm;24777;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm. Uni 3.5/4.0-4mm;24375;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm. Uni 4.5/5.0-2mm;24379;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.3.5/4.0-?4.5,4mm;24575;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.3.5/4.0-?4.5,6mm;24576;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.3.5/4.0-?5.5,4mm;24578;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.3.5/4.0-?5.5,6mm;24579;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.3.5/4.0-?6.5,4mm;24580;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.3.5/4.0-?6.5,6mm;24581;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.4.5/5.0-?5.5,4mm;24583;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.4.5/5.0-?5.5,6mm;24584;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.4.5/5.0-?6.5,4mm;24586;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Abutm.4.5/5.0-?6.5,6mm;24587;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Cap Angled;24092;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 3.0 - 3 mm;25575;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 3.6 - 4 mm;25286;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 3.6 - 6 mm;25287;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 4.2 - 3 mm;25579;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 4.2 - 4 mm;25289;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 4.2 - 6 mm;25290;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 4.8 - 2 mm;26219;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 4.8 - 3 mm;26220;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 4.8 - 4 mm;26221;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Healing Uni EV 4.8 - 6 mm     ;26222;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Hex Driver EV Machine 20 mm;25790;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Hex Driver EV Machine 24 mm;25727;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Hex Driver EV Manual 20mm;25771;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Hex Driver EV Manual 31mm;25772;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Hex Driver EV Manual 38mm;25773;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Impl Driver Profile (PL) long ;68015264;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Impl Driver Profile (PL) short;68015263;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Impl Driver Profile (PM) long ;68015262;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Impl Driver Profile (PM) short;68015261;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Impl Pick-up 3.5/4.0 Short;24947;7
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Impl. Transfer P EV 4.2 Long;25607;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Impl. Transfer P EV 4.2 Sh.;25606;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Depth Gauge EV;25710;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (L) short   ;68015192;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (M) long    ;68015191;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (M) short   ;68015190;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (S) long    ;68015189;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (S) short   ;68015188;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (XL) long   ;68015195;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (XL) short  ;68015194;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver EV (XS) long   ;68015187;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Driver Extender EV-GS.;26021;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-up 3.5/4.0 Long;24948;8
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-up 4.5/5.0 Long;24946;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-up 4.5/5.0 Short;24938;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-Up EV 3.0 Long;26231;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-Up EV 3.6 Long;26232;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-Up EV 3.6 Short;26227;5
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-Up EV 4.2 Long;26233;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-Up EV 4.2 Short;26228;10
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-Up EV 4.8 Long;26234;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Pick-Up EV 5.4 Short;26230;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant P-U Design EV 3.6Short;26235;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Replica 3.5/4.0;24978;8
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Replica 4.5/5.0;24979;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Replica EV 3.6;25544;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Replica EV 4.2;25545;6
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Replica EV 5.4;25547;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Replica P EV 4.2;25610;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Transfer 3.0 Long;24958;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Transfer EV 3.6 L;25536;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Transfer EV 3.6 S;25535;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Implant Transfer EV 4.2 S;25537;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Lab Abutment Screw EV 3.6 qty3;25477;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Lab Abutment Screw EV 4.2 qty3;25478;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Lab Abutment Screw EV 4.8 qty3;25479;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Large Tray EV;25769;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Large Tray EV Overlay 3;25723;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 3.6 -1.5 mm NI;26159;8
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 3.6 17° -2.5mm;26163;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 3.6 -2.5 mm NI;26160;3
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 3.6 -3.5 mm NI;26161;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 3.6 30° -1.5mm;26164;4
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 3.6 30° -2.5mm;26165;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 4.2 17° -1.5mm;26173;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 4.2 17° -2.5mm;26174;2
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 4.2 -2.5 mm NI;26171;6
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 4.2 -3.5 mm NI;26172;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 4.2 30° -1.5mm;26175;1
Нижний Новгород;"ООО ""ДЕНТСПЛАЙ СИРОНА"" ";7702785539;Multibase Ab EV 4.2 30° -2.5mm;26176;1
